Customer,Order No.,Date,PO No.,Item,Quantity,Cost Rate,Price Rate,Total Sales
83637500,CO   74205,9/04/15,JF090115,G27009 SUPERWIN,66.000,12.7,22.58,2039.73
83706500,CO   74153,9/04/15,94064,F15MIC,2.000,11.53,37.75,6288.14
83706500,CO   74153,9/04/15,94064,FWW6,6.000,19.7,34.1,6288.14
83706500,CO   74153,9/04/15,94064,F1418SUB,2.000,23.23,51.57,6288.14
83706500,CO   74153,9/04/15,94064,FLOW15,36.000,32.4,53.38,6288.14
83706500,CO   74153,9/04/15,94064,F15WS1100,10.000,6.27,15.98,6288.14
83706500,CO   74153,9/04/15,94064,F15MG1000,66.000,6.28,13.34,6288.14
83706500,CO   74153,9/04/15,94064,F15DEL,3.000,12.72,35.19,6288.14
83706500,CO   74153,9/04/15,94064,F36TWB,10.000,21.24,35.64,6288.14
83706500,CO   74153,9/04/15,94064,FLOW6,6.000,14.16,32.16,6288.14
83706500,CO   74153,9/04/15,94064,FLOW8,12.000,18.31,33.29,6288.14
83706500,CO   74153,9/04/15,94064,F1215DEL,2.000,30.85,55.96,6288.14
83706500,CO   74153,9/04/15,94064,FLOW10,3.000,22.66,44.71,6288.14
83706500,CO   74153,9/04/15,94064,F1215NUP,10.000,24.46,51.57,6288.14
83706500,CO   74153,9/04/15,94064,F1212DEL,2.000,34.56,55.96,6288.14
83706500,CO   74153,9/04/15,94064,F25Q1MPLAIN,30.000,21.54,33.83,6288.14
